State,County,Returns Total,Total AGI,Outflow,Outflow AGI,Inflow,Inflow AGI,Net Inflow(Outflow),Percentage Flow,Latitude,Longitude
ID,Bingham County,14284,785072,1018,43334,1097,50485,79,0.5529999999999999,43.216357,-112.399206
TX,Swisher County,2174,105432,159,8005,171,4078,12,0.552,34.526319,-101.743865
MO,Lewis County,3263,164785,205,6211,223,9047,18,0.552,40.084559000000006,-91.728803
ID,Bannock County,27100,1618652,1880,82792,2029,90515,149,0.55,42.692921000000005,-112.228982
IL,Kendall County,43559,3764550,4392,291445,4631,291977,239,0.5489999999999999,41.58814,-88.430626
MN,Morrison County,12587,707442,739,34347,808,42690,69,0.5479999999999999,46.020484,-94.26661899999999
NC,Rowan County,48391,2658562,3208,134407,3473,155549,265,0.5479999999999999,35.641355,-80.521721
VA,Gloucester County,14409,975115,1046,53432,1125,66238,79,0.5479999999999999,37.403541,-76.523505
IN,Ohio County,2192,124650,159,7227,171,8325,12,0.547,38.940527,-84.964299
GA,Carroll County,34993,2262293,2974,132952,3165,152347,191,0.546,33.582237,-85.080527
NC,Catawba County,56589,3665813,3799,198895,4106,219069,307,0.5429999999999999,35.661883,-81.214906
NC,Alleghany County,3690,199759,185,9808,205,10505,20,0.542,36.489356,-81.132299
TX,Howard County,9818,729510,808,43218,861,42394,53,0.54,32.30343,-101.438721
VA,Warren County,14631,983113,1287,74125,1366,83004,79,0.54,38.908221000000005,-78.207594
KY,Oldham County,20738,2594029,1777,173802,1889,181105,112,0.54,38.400127000000005,-85.456152
TX,Hopkins County,11857,644538,860,34716,924,44542,64,0.54,33.148967,-95.565434
IA,Polk County,179333,15111284,12375,746798,13343,758910,968,0.54,41.684816,-93.56897099999999
GA,Heard County,3168,185811,265,9745,282,10739,17,0.537,33.291346999999995,-85.137886
IA,Madison County,5638,449048,453,24230,483,30662,30,0.532,41.330622,-94.01518399999999
KY,Jackson County,3573,148446,167,5254,186,6900,19,0.532,37.403458,-84.020576
KS,Smith County,1508,66287,50,1521,58,1946,8,0.531,39.784659999999995,-98.78542900000001
NM,Lea County,20946,1333248,1221,66929,1332,59162,111,0.53,32.795687,-103.413271
TN,Hamilton County,128083,9905434,8094,456723,8772,560766,678,0.529,35.163472,-85.20184300000001
IN,Whitley County,13259,916344,871,40142,941,46818,70,0.528,41.136426,-85.501892
IN,Tipton County,5878,383716,442,19346,473,21745,31,0.527,40.310229,-86.056207
GA,Appling County,5508,271497,291,11108,320,10695,29,0.527,31.739712,-82.290103
MO,Jefferson County,83014,5248960,5038,266756,5474,272203,436,0.525,38.25763,-90.543681
GA,Bleckley County,3641,197488,238,9408,257,9022,19,0.522,32.435403,-83.331717
OR,Malheur County,8235,383662,616,24091,659,23240,43,0.522,43.188625,-117.603191
RI,Bristol County,18784,2357316,1317,141968,1415,122626,98,0.522,41.706831,-71.286637
OR,Baker County,5565,274088,369,15241,398,17750,29,0.521,44.703427000000005,-117.691933
MS,Pearl River County,16311,860103,1100,47488,1185,53265,85,0.521,30.774793,-89.586904
WV,Summers County,3485,154113,200,6737,218,8442,18,0.516,37.655999,-80.856325
ID,Idaho County,5065,249783,365,14320,391,22230,26,0.513,45.849644,-115.46733700000001
CO,La Plata County,20718,1740363,1898,112022,2004,140391,106,0.512,37.287366999999996,-107.83971799999999
MO,Schuyler County,1367,53923,92,3058,99,3583,7,0.512,40.469361,-92.51901600000001
WA,Okanogan County,14379,757710,895,40611,968,50237,73,0.508,48.548453,-119.74223500000001
WI,Marinette County,16198,868370,991,45186,1073,48609,82,0.506,45.346899,-87.991198
VA,Southampton County,5931,345499,410,17618,440,18168,30,0.506,36.720068,-77.103813
NE,Merrick County,2768,152963,168,7567,182,8567,14,0.506,41.16979,-98.03105699999999
VA,Patrick County,5926,283562,277,11046,307,11191,30,0.506,36.667138,-80.286413
UT,Carbon County,6142,352992,391,16419,422,16382,31,0.505,39.673284,-110.58848400000001
MO,DeKalb County,3169,164504,274,10392,290,10902,16,0.505,39.894665,-94.40719
KS,Jewell County,1196,54306,41,1104,47,1607,6,0.502,39.777002,-98.22261800000001
MO,Laclede County,11804,545060,742,30410,801,28794,59,0.5,37.659698,-92.59484300000001
IN,Porter County,63902,5240688,4332,244133,4651,275448,319,0.499,41.509914,-87.071313
IL,Jasper County,3806,220675,125,4710,144,5732,19,0.499,39.004874,-88.150763
IL,Grundy County,19294,1536201,1564,102107,1660,86465,96,0.498,41.29241,-88.401054
NC,Burke County,29713,1523282,1772,71901,1920,83117,148,0.498,35.746182,-81.70618
TX,Gaines County,5837,357624,360,20743,389,19482,29,0.49700000000000005,32.743942,-102.631561
KS,Harper County,2022,97478,95,3787,105,3399,10,0.495,37.188184,-98.06659
WV,Jefferson County,20192,1547589,1702,109523,1802,111099,100,0.495,39.307398,-77.86322
HI,Hawaii County,70835,4351974,3653,199739,4003,259449,350,0.494,19.597764,-155.502443
MD,Howard County,116264,15233847,11536,953048,12106,908741,570,0.49,39.252264000000004,-76.924406
TX,Hardeman County,1224,50446,70,2896,76,2649,6,0.49,34.289904,-99.74569699999999
WI,Juneau County,9861,507664,710,27521,758,35520,48,0.48700000000000004,43.932836,-90.113984
NC,Mecklenburg County,375430,37313508,34327,2511245,36156,2658138,1829,0.48700000000000004,35.246862,-80.833832
AR,Carroll County,9453,439753,650,23117,696,31911,46,0.48700000000000004,36.33737,-93.540972
VT,Franklin County,19902,1223621,1138,57394,1235,58035,97,0.48700000000000004,44.858964,-72.909402
SC,Newberry County,12778,687796,673,31993,735,38029,62,0.485,34.289881,-81.599676
AL,Tallapoosa County,13425,714031,871,41928,936,55021,65,0.484,32.863308,-85.79961800000001
CO,Routt County,9940,1069506,1007,66256,1055,89085,48,0.483,40.483664000000005,-106.987702
TN,Rhea County,10382,521559,685,28407,735,35832,50,0.48200000000000004,35.600590000000004,-84.949548
SC,Charleston County,141710,13535232,14449,884980,15130,1354657,681,0.48100000000000004,32.800458,-79.94248
TN,Pickett County,1668,91388,114,6201,122,7706,8,0.48,36.559364,-85.07574100000001
MS,Rankin County,50963,3499630,3619,196182,3863,195023,244,0.479,32.267123,-89.946063
KS,Wabaunsee County,2517,151395,137,6503,149,7746,12,0.47700000000000004,38.955154,-96.201262
VA,Hanover County,40270,3771914,3099,196821,3290,216460,191,0.474,37.760215,-77.49131700000001
NH,Rockingham County,129670,13621666,9769,837564,10379,882097,610,0.47,42.988664,-71.09908
NY,Sullivan County,26581,1614140,1780,96528,1905,100167,125,0.47,41.719993,-74.77157700000001
MI,Emmet County,13686,1027354,989,71593,1053,97656,64,0.46799999999999997,45.590094,-84.986822
MO,Ray County,8212,489557,646,28094,684,31849,38,0.46299999999999997,39.308401,-93.995746
MS,Choctaw County,2591,118933,159,5628,171,7125,12,0.46299999999999997,33.345964,-89.25133199999999
NE,Garfield County,650,29650,33,2338,36,1020,3,0.462,41.906867999999996,-98.951231
OR,Washington County,214549,20931809,19016,1353351,20005,1325403,989,0.461,45.553542,-123.09761499999999
KY,Menifee County,1766,72607,113,2947,121,4624,8,0.45299999999999996,37.935501,-83.589365
GA,Lee County,9948,695970,1070,56542,1115,51556,45,0.452,31.818419,-84.146681
IA,Delaware County,6661,393378,319,14583,349,16718,30,0.45,42.472937,-91.36676700000001
MI,Ontonagon County,2232,103646,91,3559,101,4970,10,0.44799999999999995,47.216602,-89.500463
IA,Clayton County,6920,388860,335,12586,366,17395,31,0.44799999999999995,42.840984999999996,-91.323576
OK,Lincoln County,10277,547155,911,37880,957,48713,46,0.44799999999999995,35.703117,-96.881392
NC,Hyde County,1565,71639,73,3114,80,3094,7,0.447,35.408157,-76.153687
OH,Medina County,72172,5942980,4539,275281,4860,308859,321,0.445,41.116174,-81.899764
TN,Giles County,10112,525581,702,29114,747,36238,45,0.445,35.202723,-87.035319
NY,Greene County,17816,1119117,1172,57403,1251,77814,79,0.44299999999999995,42.279821000000005,-74.142025
MS,Madison County,37142,3416547,3194,215953,3358,244610,164,0.442,32.634370000000004,-90.03416
NC,New Hanover County,76363,6112267,7427,388000,7763,523026,336,0.44,34.183442,-77.864209
ME,Waldo County,14846,814885,1039,46800,1104,56847,65,0.43799999999999994,44.505834,-69.138952
OK,Pottawatomie County,21803,1187180,1654,66849,1749,68997,95,0.436,35.211393,-96.95700699999999
MI,Menominee County,8959,530668,459,18541,498,22254,39,0.435,45.536207,-87.501811
VA,Charles City County,2767,170732,167,7735,179,11729,12,0.434,37.361053999999996,-77.05417
ID,Washington County,3233,146637,270,10155,284,14129,14,0.433,44.448223,-116.79779199999999
VA,Lancaster County,4628,347227,271,16487,291,26732,20,0.43200000000000005,37.704843,-76.412663
FL,Seminole County,163866,12591524,19014,1056393,19718,1043750,704,0.43,28.690092,-81.131989
GA,Montgomery County,2323,119153,206,7956,216,6975,10,0.43,32.172108,-82.533349
TN,Lincoln County,11940,649652,742,31376,793,40461,51,0.42700000000000005,35.142784000000006,-86.59340300000001
IA,Bremer County,8900,679615,569,28138,607,29971,38,0.42700000000000005,42.780895,-92.32735600000001
WI,Calumet County,19029,1546041,1593,96000,1674,101818,81,0.426,44.07841,-88.212132
TX,Randall County,45684,3609729,4791,245881,4985,257519,194,0.425,34.962528999999996,-101.895547
WA,Chelan County,29250,2123481,2351,125535,2475,160149,124,0.424,47.860974,-120.619041
PA,Washington County,82362,6924404,3942,286149,4291,284630,349,0.424,40.200005,-80.25213199999999
WI,Washington County,55490,4724803,3343,205382,3576,225990,233,0.42,43.391156,-88.232917
KY,Boone County,45535,3790379,4641,291704,4832,263576,191,0.419,38.9589,-84.73637099999999
OK,Tillman County,2146,93223,134,6829,143,5079,9,0.419,34.371085,-98.931701
WI,Chippewa County,24756,1593830,1614,71850,1717,89599,103,0.41600000000000004,45.069092,-91.283505
KS,Osage County,5792,316223,439,17403,463,18913,24,0.414,38.650215,-95.70825500000001
MS,Tishomingo County,5801,290717,315,11841,339,12121,24,0.414,34.737697,-88.236064
KY,Lewis County,3880,176202,187,6831,203,6137,16,0.41200000000000003,38.535047,-83.370143
VT,Orange County,11886,735616,865,40956,914,45214,49,0.41200000000000003,44.003392,-72.369687
AL,Marshall County,30376,1731420,1907,75711,2032,93034,125,0.41200000000000003,34.309564,-86.321668
MO,Clinton County,7306,464578,732,35342,762,36100,30,0.41100000000000003,39.608723,-94.395803
OK,Atoka County,3907,185385,258,9810,274,10666,16,0.41,34.392469,-96.036558
KY,Madison County,27678,1668343,2406,106678,2519,116549,113,0.408,37.725511,-84.278362
VA,Roanoke County,35790,2867149,3316,179856,3462,191542,146,0.408,37.343588000000004,-79.943996
IN,Jefferson County,11558,674626,657,29100,704,27664,47,0.40700000000000003,38.783604,-85.44009
AL,Walker County,19713,1160234,907,38323,987,41789,80,0.406,33.791558,-87.30109399999999
CO,Jackson County,493,23663,22,754,24,1073,2,0.406,40.663432,-106.32924799999999
FL,Palm Beach County,553857,61273140,35233,2953481,37476,5417837,2243,0.405,26.649126000000003,-80.44835400000001
KY,Laurel County,18540,943972,1157,42256,1232,49268,75,0.405,37.113268,-84.119395
IN,DeKalb County,16289,1008141,1125,51108,1191,49491,66,0.405,41.401189,-85.000185
WI,Dodge County,34122,2154396,2363,127966,2501,119032,138,0.40399999999999997,43.429628,-88.701939
MN,Mahnomen County,1741,85663,101,3920,108,3970,7,0.402,47.328387,-95.811089
NC,Perquimans County,4484,260300,396,14481,414,20831,18,0.401,36.180896999999995,-76.403244
TN,Warren County,13261,626587,740,27305,793,30071,53,0.4,35.67825,-85.777343
NY,Saratoga County,92707,10060047,6895,655521,7266,780689,371,0.4,43.106134999999995,-73.855387
MS,Franklin County,2508,143591,134,5412,144,7006,10,0.39899999999999997,31.477773,-90.895457
GA,Baldwin County,12853,668214,868,34261,919,43487,51,0.397,33.059490000000004,-83.25545699999999
SC,Chesterfield County,14145,630352,663,28243,719,30269,56,0.396,34.637018,-80.159227
VT,Essex County,2279,101084,177,5280,186,7537,9,0.395,44.724021,-71.732736
ME,Androscoggin County,39357,2179122,2525,115960,2680,113106,155,0.39399999999999996,44.167681,-70.207435
MO,Osage County,4850,469655,234,8811,253,10280,19,0.392,38.464253,-91.859504
NC,Northampton County,6131,272670,392,11946,416,14457,24,0.391,36.421774,-77.398352
RI,Kent County,69664,5663811,4946,337173,5218,316999,272,0.39,41.674245,-71.580924
TN,Washington County,43581,2843658,3678,199787,3848,193422,170,0.39,36.295665,-82.495037
IN,Noble County,17214,977139,1218,53217,1285,57369,67,0.389,41.404678999999994,-85.417271
GA,Marion County,2059,95463,155,6067,163,5803,8,0.389,32.359312,-84.528735
GA,Brantley County,4901,222414,355,11639,374,12369,19,0.38799999999999996,31.197334,-81.982978
NE,Butler County,3124,186293,162,7372,174,8360,12,0.384,41.226071999999995,-97.132039
NE,Nemaha County,2350,153961,140,7350,149,6443,9,0.38299999999999995,40.387389,-95.852721
IN,Henry County,17240,908640,1065,44151,1131,45658,66,0.38299999999999995,39.929590999999995,-85.397363
IL,Johnson County,3938,222997,244,10686,259,18960,15,0.381,37.460709,-88.882131
AR,Hot Spring County,9485,486580,717,26088,753,29374,36,0.38,34.315177,-92.944147
MT,Carbon County,3967,243889,333,13986,348,23750,15,0.37799999999999995,45.224468,-109.028554
MD,Harford County,98171,8610040,6332,424867,6702,416096,370,0.377,39.537428999999996,-76.299789
MO,Franklin County,39465,2560544,2163,97128,2311,121518,148,0.375,38.413003,-91.07283199999999
VT,Orleans County,11220,546189,540,23471,582,34300,42,0.374,44.828441999999995,-72.25163
WI,Vernon County,10970,592828,659,27835,700,33542,41,0.374,43.599365999999996,-90.82198299999999
PA,Monroe County,60121,3684696,4283,213540,4506,250461,223,0.371,41.05624,-75.329065
MO,Ste. Genevieve County,6515,407677,412,18019,436,18250,24,0.368,37.885845,-90.16153100000001
MN,Becker County,12484,824855,808,42514,854,47628,46,0.368,46.937629,-95.74175699999999
KY,Montgomery County,8965,484109,683,25859,716,27478,33,0.368,38.038109000000006,-83.91241600000001
KS,Miami County,11694,933051,973,52636,1016,66103,43,0.368,38.566772,-94.832963
MO,St. Charles County,150687,12896086,9825,641975,10378,659764,553,0.36700000000000005,38.781102000000004,-90.674915
AR,Craighead County,32462,2108035,2526,106905,2645,112980,119,0.36700000000000005,35.827729,-90.631421
OK,Cleveland County,91219,6910365,8904,424981,9239,444358,335,0.36700000000000005,35.206376,-97.323088
ME,Franklin County,10371,529577,685,33849,723,36060,38,0.366,44.976724,-70.414935
IN,Shelby County,16679,1035640,1149,52665,1210,52382,61,0.366,39.524135,-85.792174
KS,Kingman County,2736,148599,181,16685,191,8596,10,0.365,37.552951,-98.144529
IA,Ringgold County,1647,77506,81,3015,87,4728,6,0.364,40.735334,-94.244251
AL,Blount County,17300,982763,1148,51327,1211,52661,63,0.364,33.977358,-86.56644
AL,Etowah County,33042,1743402,1675,64519,1795,76285,120,0.363,34.047641,-86.034263
IN,Owen County,7459,386475,568,22948,595,25855,27,0.36200000000000004,39.317339000000004,-86.83884499999999
MO,Cooper County,5810,300566,415,15741,436,18938,21,0.361,38.845386,-92.81232299999999
MN,Dodge County,7792,574781,542,27985,570,27338,28,0.359,44.020706,-92.869353
GA,Floyd County,30554,1865901,1790,99242,1899,81521,109,0.35700000000000004,34.263692,-85.213685
NC,Caldwell County,26870,1369394,1521,60709,1617,74226,96,0.35700000000000004,35.966395,-81.512541
IA,Buchanan County,7562,473578,410,17968,437,19341,27,0.35700000000000004,42.470328,-91.838666
WV,Braxton County,4214,207685,175,7144,190,7228,15,0.35600000000000004,38.699329999999996,-80.73165999999999
NE,Franklin County,1125,53532,54,2204,58,2083,4,0.35600000000000004,40.183203000000006,-98.96208
KY,Franklin County,19421,1166722,1421,63642,1490,62637,69,0.355,38.234919,-84.868786
KY,Carlisle County,1691,89943,81,2527,87,3519,6,0.355,36.85718,-88.976614
MO,Ozark County,2818,108346,197,5693,207,9838,10,0.355,36.64959,-92.458549
MO,Vernon County,6502,301024,425,15901,448,15084,23,0.354,37.850196000000004,-94.341597
MN,Goodhue County,18661,1388802,1189,67546,1255,70915,66,0.354,44.406178000000004,-92.71600000000001
AL,Greene County,2549,95056,135,4423,144,4688,9,0.353,32.844497,-87.9642
VA,Washington County,17959,1134696,1122,52299,1185,55991,63,0.35100000000000003,36.747814,-81.950322
PA,Tioga County,15100,855715,699,33019,752,37223,53,0.35100000000000003,41.766859000000004,-77.257288
GA,Fayette County,39298,4328896,3983,315298,4120,320777,137,0.349,33.412717,-84.493941
IN,Fayette County,8067,392389,400,17589,428,15294,28,0.34700000000000003,39.639655,-85.18503199999999
OK,Ottawa County,9509,416241,655,24972,688,22541,33,0.34700000000000003,36.835764000000005,-94.802681
KY,Casey County,4626,186580,261,11207,277,9588,16,0.34600000000000003,37.321962,-84.92822
VA,Northampton County,4623,277456,268,12488,284,21501,16,0.34600000000000003,37.302775,-75.924018
VA,Shenandoah County,16565,998054,1132,58619,1189,61418,57,0.344,38.856204,-78.573987
MD,Anne Arundel County,217992,22622741,18828,1386775,19576,1342872,748,0.34299999999999997,38.991617,-76.56089399999999
VA,Page County,8745,442823,388,17784,418,18408,30,0.34299999999999997,38.623209,-78.491872
KS,Butler County,22244,1677009,1791,108648,1867,101193,76,0.342,37.773649,-96.83884
OK,Love County,3215,167052,303,12045,314,11659,11,0.342,33.957803999999996,-97.24509300000001
MI,Muskegon County,62076,3380386,3080,134139,3290,159541,210,0.33799999999999997,43.289258000000004,-86.751892
KY,Washington County,4141,216418,286,9213,300,11113,14,0.33799999999999997,37.754209,-85.175416
MD,Wicomico County,35135,2100913,2415,117676,2533,101091,118,0.336,38.36737,-75.632083
IL,Piatt County,6276,485942,448,23947,469,28450,21,0.335,40.009033,-88.592355
GA,Irwin County,2731,135086,209,6028,218,7071,9,0.33,31.604306,-83.27703699999999
IN,Fountain County,6111,320647,427,18333,447,18603,20,0.327,40.121237,-87.234872
TX,Edwards County,612,35212,46,2043,48,3050,2,0.327,29.985877000000002,-100.307373
TX,Stephens County,2759,140533,158,6954,167,8076,9,0.326,32.738052,-98.839344
ID,Nez Perce County,14425,890556,1136,47190,1183,52487,47,0.326,46.333791,-116.76090900000001
OH,Perry County,12018,631570,781,31527,820,34758,39,0.325,39.743187,-82.237952
ND,Hettinger County,927,54090,39,2171,42,1822,3,0.324,46.435704,-102.454238
MN,Douglas County,15146,1098044,943,42548,992,74016,49,0.324,45.936828999999996,-95.46215600000001
MT,Yellowstone County,61209,4466111,3464,187045,3662,192899,198,0.32299999999999995,45.936987,-108.276656
