County,State,Year,Force,Employed,Unemployed,(%)
Brazoria County,TX,2018,"175,989","168,025","7,964",4.5
Brazos County,TX,2018,"116,882","113,563","3,319",2.8
Brewster County,TX,2018,"4,062","3,925",137,3.4
Briscoe County,TX,2018,559,537,22,3.9
Brooks County,TX,2018,"2,444","2,286",158,6.5
Brown County,TX,2018,"16,152","15,549",603,3.7
Burleson County,TX,2018,"8,223","7,928",295,3.6
Burnet County,TX,2018,"23,033","22,373",660,2.9
Caldwell County,TX,2018,"19,092","18,401",691,3.6
Calhoun County,TX,2018,"11,213","10,749",464,4.1
Callahan County,TX,2018,"6,023","5,821",202,3.4
Cameron County,TX,2018,"166,001","155,766","10,235",6.2
Camp County,TX,2018,"4,990","4,745",245,4.9
Carson County,TX,2018,"3,040","2,954",86,2.8
Cass County,TX,2018,"12,335","11,711",624,5.1
Castro County,TX,2018,"3,525","3,424",101,2.9
Chambers County,TX,2018,"19,157","18,121","1,036",5.4
Cherokee County,TX,2018,"20,979","20,116",863,4.1
Childress County,TX,2018,"2,950","2,875",75,2.5
Clay County,TX,2018,"4,945","4,788",157,3.2
Cochran County,TX,2018,"1,115","1,068",47,4.2
Coke County,TX,2018,"1,454","1,405",49,3.4
Coleman County,TX,2018,"2,960","2,842",118,4
Collin County,TX,2018,"545,243","527,191","18,052",3.3
Collingsworth County,TX,2018,"1,185","1,147",38,3.2
Colorado County,TX,2018,"9,680","9,358",322,3.3
Comal County,TX,2018,"70,132","67,878","2,254",3.2
Comanche County,TX,2018,"5,385","5,189",196,3.6
Concho County,TX,2018,"1,120","1,080",40,3.6
Cooke County,TX,2018,"19,182","18,591",591,3.1
Coryell County,TX,2018,"24,402","23,392","1,010",4.1
Cottle County,TX,2018,529,506,23,4.3
Crane County,TX,2018,"1,796","1,727",69,3.8
Crockett County,TX,2018,"1,645","1,596",49,3
Crosby County,TX,2018,"2,566","2,450",116,4.5
Culberson County,TX,2018,979,948,31,3.2
Dallam County,TX,2018,"4,075","3,992",83,2
Dallas County,TX,2018,"1,359,225","1,308,543","50,682",3.7
Dawson County,TX,2018,"4,590","4,392",198,4.3
Deaf Smith County,TX,2018,"8,474","8,236",238,2.8
Delta County,TX,2018,"2,460","2,376",84,3.4
Denton County,TX,2018,"482,610","467,289","15,321",3.2
DeWitt County,TX,2018,"9,784","9,476",308,3.1
Dickens County,TX,2018,672,644,28,4.2
Dimmit County,TX,2018,"7,414","7,190",224,3
Donley County,TX,2018,"1,574","1,521",53,3.4
Duval County,TX,2018,"5,049","4,782",267,5.3
Eastland County,TX,2018,"8,724","8,430",294,3.4
Ector County,TX,2018,"85,132","82,843","2,289",2.7
Edwards County,TX,2018,892,867,25,2.8
Ellis County,TX,2018,"89,935","86,971","2,964",3.3
El Paso County,TX,2018,"359,136","343,915","15,221",4.2
Erath County,TX,2018,"20,784","20,145",639,3.1
Falls County,TX,2018,"6,668","6,411",257,3.9
Fannin County,TX,2018,"16,471","15,967",504,3.1
Fayette County,TX,2018,"12,606","12,250",356,2.8
Fisher County,TX,2018,"1,666","1,611",55,3.3
Floyd County,TX,2018,"2,693","2,552",141,5.2
Foard County,TX,2018,577,560,17,2.9
Fort Bend County,TX,2018,"382,102","366,922","15,180",4
Franklin County,TX,2018,"4,579","4,390",189,4.1
Freestone County,TX,2018,"6,573","6,189",384,5.8
Frio County,TX,2018,"10,071","9,782",289,2.9
Gaines County,TX,2018,"9,439","9,198",241,2.6
Galveston County,TX,2018,"164,757","157,181","7,576",4.6
Garza County,TX,2018,"2,133","2,070",63,3
Gillespie County,TX,2018,"13,417","13,076",341,2.5
Glasscock County,TX,2018,857,840,17,2
Goliad County,TX,2018,"3,305","3,179",126,3.8
Gonzales County,TX,2018,"9,552","9,262",290,3
Gray County,TX,2018,"8,181","7,858",323,3.9
Grayson County,TX,2018,"63,488","61,427","2,061",3.2
Gregg County,TX,2018,"57,815","55,434","2,381",4.1
Grimes County,TX,2018,"11,108","10,649",459,4.1
Guadalupe County,TX,2018,"79,824","77,327","2,497",3.1
Hale County,TX,2018,"12,540","11,936",604,4.8
Hall County,TX,2018,"1,128","1,079",49,4.3
Hamilton County,TX,2018,"3,648","3,527",121,3.3
Hansford County,TX,2018,"2,879","2,812",67,2.3
Hardeman County,TX,2018,"1,678","1,617",61,3.6
Hardin County,TX,2018,"25,465","24,141","1,324",5.2
Harris County,TX,2018,"2,304,397","2,203,924","100,473",4.4
Harrison County,TX,2018,"30,028","28,720","1,308",4.4
Hartley County,TX,2018,"2,890","2,837",53,1.8
Haskell County,TX,2018,"2,356","2,266",90,3.8
Hays County,TX,2018,"114,386","111,001","3,385",3
Hemphill County,TX,2018,"2,285","2,237",48,2.1
Henderson County,TX,2018,"36,389","35,025","1,364",3.7
Hidalgo County,TX,2018,"348,672","325,791","22,881",6.6
Hill County,TX,2018,"16,326","15,734",592,3.6
Hockley County,TX,2018,"11,562","11,203",359,3.1
Hood County,TX,2018,"26,510","25,526",984,3.7
Hopkins County,TX,2018,"17,354","16,770",584,3.4
Houston County,TX,2018,"10,162","9,782",380,3.7
Howard County,TX,2018,"13,648","13,202",446,3.3
Hudspeth County,TX,2018,"1,666","1,587",79,4.7
Hunt County,TX,2018,"42,373","40,768","1,605",3.8
Hutchinson County,TX,2018,"9,065","8,612",453,5
Irion County,TX,2018,771,747,24,3.1
Jack County,TX,2018,"4,444","4,333",111,2.5
Jackson County,TX,2018,"7,412","7,169",243,3.3
Jasper County,TX,2018,"13,377","12,513",864,6.5
Jeff Davis County,TX,2018,"1,082","1,050",32,3
Jefferson County,TX,2018,"108,181","101,322","6,859",6.3
Jim Hogg County,TX,2018,"1,875","1,768",107,5.7
Jim Wells County,TX,2018,"17,059","16,133",926,5.4
Johnson County,TX,2018,"79,949","77,200","2,749",3.4
Jones County,TX,2018,"5,721","5,447",274,4.8
Karnes County,TX,2018,"6,845","6,652",193,2.8
Kaufman County,TX,2018,"61,846","59,700","2,146",3.5
Kendall County,TX,2018,"21,491","20,863",628,2.9
Kenedy County,TX,2018,242,233,9,3.7
Kent County,TX,2018,458,447,11,2.4
Kerr County,TX,2018,"21,848","21,143",705,3.2
Kimble County,TX,2018,"1,890","1,832",58,3.1
King County,TX,2018,214,208,6,2.8
Kinney County,TX,2018,"1,257","1,198",59,4.7
Kleberg County,TX,2018,"13,333","12,671",662,5
Knox County,TX,2018,"1,466","1,413",53,3.6
Lamar County,TX,2018,"23,954","23,049",905,3.8
Lamb County,TX,2018,"5,247","5,015",232,4.4
Lampasas County,TX,2018,"9,243","8,900",343,3.7
La Salle County,TX,2018,"4,599","4,487",112,2.4
Lavaca County,TX,2018,"8,784","8,507",277,3.2
Lee County,TX,2018,"9,425","9,132",293,3.1
Leon County,TX,2018,"6,155","5,846",309,5
Liberty County,TX,2018,"32,303","30,414","1,889",5.8
Limestone County,TX,2018,"8,399","8,006",393,4.7
Lipscomb County,TX,2018,"1,657","1,612",45,2.7
Live Oak County,TX,2018,"5,233","5,036",197,3.8
Llano County,TX,2018,"8,543","8,230",313,3.7
Loving County,TX,2018,102,98,4,3.9
Lubbock County,TX,2018,"157,225","152,414","4,811",3.1
Lynn County,TX,2018,"2,772","2,682",90,3.2
McCulloch County,TX,2018,"3,753","3,628",125,3.3
McLennan County,TX,2018,"118,786","114,544","4,242",3.6
McMullen County,TX,2018,740,726,14,1.9
Madison County,TX,2018,"4,582","4,381",201,4.4
Marion County,TX,2018,"4,260","4,065",195,4.6
Martin County,TX,2018,"2,807","2,739",68,2.4
Mason County,TX,2018,"1,779","1,724",55,3.1
Matagorda County,TX,2018,"16,912","15,876","1,036",6.1
Maverick County,TX,2018,"23,789","21,863","1,926",8.1
Medina County,TX,2018,"21,595","20,849",746,3.5
Menard County,TX,2018,841,807,34,4
Midland County,TX,2018,"102,277","100,130","2,147",2.1
Milam County,TX,2018,"9,904","9,360",544,5.5
Mills County,TX,2018,"1,879","1,813",66,3.5
Mitchell County,TX,2018,"2,338","2,235",103,4.4
Montague County,TX,2018,"9,130","8,837",293,3.2
Montgomery County,TX,2018,"275,152","264,818","10,334",3.8
Moore County,TX,2018,"11,039","10,742",297,2.7
Morris County,TX,2018,"4,749","4,437",312,6.6
Motley County,TX,2018,467,450,17,3.6
Nacogdoches County,TX,2018,"28,799","27,675","1,124",3.9
Navarro County,TX,2018,"23,633","22,760",873,3.7
Newton County,TX,2018,"5,283","4,932",351,6.6
Nolan County,TX,2018,"6,718","6,496",222,3.3
Nueces County,TX,2018,"168,149","160,300","7,849",4.7
Ochiltree County,TX,2018,"4,487","4,360",127,2.8
Oldham County,TX,2018,908,884,24,2.6
Orange County,TX,2018,"37,295","35,158","2,137",5.7
Palo Pinto County,TX,2018,"13,504","13,050",454,3.4
Panola County,TX,2018,"10,684","10,233",451,4.2
Parker County,TX,2018,"64,740","62,727","2,013",3.1
Parmer County,TX,2018,"4,905","4,791",114,2.3
Pecos County,TX,2018,"6,486","6,253",233,3.6
Polk County,TX,2018,"17,894","16,994",900,5
Potter County,TX,2018,"55,816","54,188","1,628",2.9
Presidio County,TX,2018,"3,050","2,837",213,7
Rains County,TX,2018,"5,903","5,698",205,3.5
Randall County,TX,2018,"71,375","69,502","1,873",2.6
Reagan County,TX,2018,"1,896","1,849",47,2.5
Real County,TX,2018,"1,060","1,007",53,5
Red River County,TX,2018,"5,094","4,817",277,5.4
Reeves County,TX,2018,"9,126","8,933",193,2.1
Refugio County,TX,2018,"3,160","3,012",148,4.7
Roberts County,TX,2018,436,423,13,3
Robertson County,TX,2018,"7,655","7,338",317,4.1
Rockwall County,TX,2018,"50,192","48,576","1,616",3.2
Runnels County,TX,2018,"4,628","4,483",145,3.1
Rusk County,TX,2018,"22,296","21,383",913,4.1
Sabine County,TX,2018,"3,568","3,287",281,7.9
San Augustine County,TX,2018,"2,987","2,792",195,6.5
San Jacinto County,TX,2018,"11,518","10,945",573,5
San Patricio County,TX,2018,"30,351","28,435","1,916",6.3
San Saba County,TX,2018,"2,521","2,445",76,3
Schleicher County,TX,2018,"1,363","1,323",40,2.9
Scurry County,TX,2018,"6,969","6,731",238,3.4
Shackelford County,TX,2018,"1,978","1,932",46,2.3
Shelby County,TX,2018,"11,089","10,609",480,4.3
Sherman County,TX,2018,"1,336","1,300",36,2.7
Smith County,TX,2018,"107,543","103,634","3,909",3.6
Somervell County,TX,2018,"4,287","4,109",178,4.2
Starr County,TX,2018,"25,217","22,669","2,548",10.1
Stephens County,TX,2018,"3,987","3,842",145,3.6
Sterling County,TX,2018,582,563,19,3.3
Stonewall County,TX,2018,596,575,21,3.5
Sutton County,TX,2018,"1,469","1,413",56,3.8
Swisher County,TX,2018,"2,684","2,569",115,4.3
Tarrant County,TX,2018,"1,062,733","1,025,619","37,114",3.5
Taylor County,TX,2018,"65,309","63,237","2,072",3.2
Terrell County,TX,2018,382,369,13,3.4
Terry County,TX,2018,"5,228","5,013",215,4.1
Throckmorton County,TX,2018,705,681,24,3.4
Titus County,TX,2018,"12,947","12,295",652,5
Tom Green County,TX,2018,"54,959","53,221","1,738",3.2
Travis County,TX,2018,"721,786","701,382","20,404",2.8
Trinity County,TX,2018,"5,346","5,071",275,5.1
Tyler County,TX,2018,"7,009","6,547",462,6.6
Upshur County,TX,2018,"17,841","17,095",746,4.2
Upton County,TX,2018,"1,580","1,526",54,3.4
Uvalde County,TX,2018,"11,506","11,011",495,4.3
Val Verde County,TX,2018,"20,445","19,569",876,4.3
Van Zandt County,TX,2018,"25,908","25,004",904,3.5
Victoria County,TX,2018,"43,370","41,717","1,653",3.8
Walker County,TX,2018,"23,970","22,961","1,009",4.2
Waller County,TX,2018,"22,763","21,786",977,4.3
Ward County,TX,2018,"6,678","6,506",172,2.6
Washington County,TX,2018,"14,966","14,419",547,3.7
Webb County,TX,2018,"116,573","112,190","4,383",3.8
Wharton County,TX,2018,"21,416","20,620",796,3.7
Wheeler County,TX,2018,"2,474","2,396",78,3.2
Wichita County,TX,2018,"56,739","54,802","1,937",3.4
Wilbarger County,TX,2018,"4,993","4,786",207,4.1
Willacy County,TX,2018,"6,381","5,747",634,9.9
Williamson County,TX,2018,"300,336","291,168","9,168",3.1
Wilson County,TX,2018,"24,556","23,806",750,3.1
Winkler County,TX,2018,"4,030","3,917",113,2.8
Wise County,TX,2018,"30,816","29,753","1,063",3.4
Wood County,TX,2018,"17,343","16,607",736,4.2
Yoakum County,TX,2018,"3,736","3,630",106,2.8
Young County,TX,2018,"8,187","7,922",265,3.2
Zapata County,TX,2018,"5,376","5,077",299,5.6
Zavala County,TX,2018,"3,593","3,250",343,9.5
Beaver County,UT,2018,"3,014","2,908",106,3.5
Box Elder County,UT,2018,"25,435","24,662",773,3
Cache County,UT,2018,"63,262","61,563","1,699",2.7
Carbon County,UT,2018,"8,477","8,092",385,4.5
Daggett County,UT,2018,410,392,18,4.4
Davis County,UT,2018,"170,592","165,587","5,005",2.9
Duchesne County,UT,2018,"7,724","7,369",355,4.6
Emery County,UT,2018,"4,342","4,134",208,4.8
Garfield County,UT,2018,"2,789","2,572",217,7.8
Grand County,UT,2018,"6,084","5,795",289,4.8
Iron County,UT,2018,"22,815","22,001",814,3.6
Juab County,UT,2018,"5,574","5,408",166,3
Kane County,UT,2018,"3,798","3,676",122,3.2
Millard County,UT,2018,"6,239","6,035",204,3.3
Morgan County,UT,2018,"5,446","5,294",152,2.8
Piute County,UT,2018,482,456,26,5.4
Rich County,UT,2018,"1,176","1,137",39,3.3
Salt Lake County,UT,2018,"620,909","602,123","18,786",3
San Juan County,UT,2018,"5,755","5,396",359,6.2
Sanpete County,UT,2018,"12,476","12,011",465,3.7
Sevier County,UT,2018,"9,879","9,525",354,3.6
Summit County,UT,2018,"24,320","23,581",739,3
Tooele County,UT,2018,"32,612","31,486","1,126",3.5
Uintah County,UT,2018,"13,595","12,954",641,4.7
Utah County,UT,2018,"299,868","291,391","8,477",2.8
Wasatch County,UT,2018,"15,108","14,633",475,3.1
Washington County,UT,2018,"73,929","71,412","2,517",3.4
Wayne County,UT,2018,"1,435","1,349",86,6
Weber County,UT,2018,"124,592","120,217","4,375",3.5
Addison County,VT,2018,"20,782","20,248",534,2.6
Bennington County,VT,2018,"18,308","17,732",576,3.1
Caledonia County,VT,2018,"14,770","14,289",481,3.3
Chittenden County,VT,2018,"96,716","94,732","1,984",2.1
Essex County,VT,2018,"2,698","2,600",98,3.6
Franklin County,VT,2018,"27,610","26,913",697,2.5
Grand Isle County,VT,2018,"4,054","3,925",129,3.2
Lamoille County,VT,2018,"14,071","13,576",495,3.5
Orange County,VT,2018,"15,980","15,554",426,2.7
Orleans County,VT,2018,"13,612","13,008",604,4.4
Rutland County,VT,2018,"31,142","30,167",975,3.1
Washington County,VT,2018,"34,497","33,601",896,2.6
Windham County,VT,2018,"22,643","21,997",646,2.9
Windsor County,VT,2018,"29,178","28,496",682,2.3
Accomack County,VA,2018,"16,762","16,123",639,3.8
Albemarle County,VA,2018,"55,903","54,408","1,495",2.7
Alleghany County,VA,2018,"6,948","6,687",261,3.8
Amelia County,VA,2018,"6,240","6,039",201,3.2
Amherst County,VA,2018,"14,984","14,496",488,3.3
Appomattox County,VA,2018,"7,083","6,825",258,3.6
Arlington County,VA,2018,"151,720","148,692","3,028",2
Augusta County,VA,2018,"36,922","35,929",993,2.7
Bath County,VA,2018,"2,502","2,439",63,2.5
Bedford County,VA,2018,"38,097","36,934","1,163",3.1
Bland County,VA,2018,"2,834","2,744",90,3.2
Botetourt County,VA,2018,"17,222","16,758",464,2.7
Brunswick County,VA,2018,"5,990","5,698",292,4.9
Buchanan County,VA,2018,"6,952","6,572",380,5.5
Buckingham County,VA,2018,"6,357","6,077",280,4.4
Campbell County,VA,2018,"26,036","25,165",871,3.3
Caroline County,VA,2018,"15,067","14,547",520,3.5
Carroll County,VA,2018,"13,341","12,863",478,3.6
Charles City County,VA,2018,"3,692","3,547",145,3.9
Charlotte County,VA,2018,"5,225","5,034",191,3.7
Chesterfield County,VA,2018,"184,434","179,055","5,379",2.9
Clarke County,VA,2018,"7,545","7,329",216,2.9
Craig County,VA,2018,"2,286","2,205",81,3.5
Culpeper County,VA,2018,"24,178","23,490",688,2.8
Cumberland County,VA,2018,"4,636","4,485",151,3.3
Dickenson County,VA,2018,"4,495","4,261",234,5.2
Dinwiddie County,VA,2018,"13,470","12,997",473,3.5
Essex County,VA,2018,"5,493","5,281",212,3.9
Fairfax County,VA,2018,"630,229","614,909","15,320",2.4
Fauquier County,VA,2018,"36,319","35,375",944,2.6
Floyd County,VA,2018,"8,105","7,884",221,2.7
Fluvanna County,VA,2018,"13,553","13,214",339,2.5
Franklin County,VA,2018,"26,271","25,464",807,3.1
Frederick County,VA,2018,"46,803","45,591","1,212",2.6
Giles County,VA,2018,"7,845","7,584",261,3.3
Gloucester County,VA,2018,"19,445","18,924",521,2.7
Goochland County,VA,2018,"10,913","10,590",323,3
Grayson County,VA,2018,"7,643","7,409",234,3.1
Greene County,VA,2018,"10,261","10,003",258,2.5
Greensville County,VA,2018,"4,388","4,227",161,3.7
Halifax County,VA,2018,"15,201","14,578",623,4.1
Hanover County,VA,2018,"58,367","56,844","1,523",2.6
Henrico County,VA,2018,"180,933","175,546","5,387",3
Henry County,VA,2018,"23,565","22,682",883,3.7
Highland County,VA,2018,"1,253","1,219",34,2.7
Isle of Wight County,VA,2018,"19,135","18,567",568,3
James City County,VA,2018,"36,069","35,023","1,046",2.9
King and Queen County,VA,2018,"3,849","3,732",117,3
King George County,VA,2018,"13,155","12,768",387,2.9
King William County,VA,2018,"9,004","8,741",263,2.9
Lancaster County,VA,2018,"5,291","5,061",230,4.3
Lee County,VA,2018,"8,322","7,980",342,4.1
Loudoun County,VA,2018,"216,433","211,128","5,305",2.5
Louisa County,VA,2018,"19,660","19,121",539,2.7
Lunenburg County,VA,2018,"5,340","5,167",173,3.2
Madison County,VA,2018,"7,261","7,086",175,2.4
Mathews County,VA,2018,"4,111","3,987",124,3
Mecklenburg County,VA,2018,"12,636","12,121",515,4.1
Middlesex County,VA,2018,"5,258","5,119",139,2.6
Montgomery County,VA,2018,"49,715","48,262","1,453",2.9
Nelson County,VA,2018,"7,399","7,173",226,3.1
New Kent County,VA,2018,"12,070","11,741",329,2.7
Northampton County,VA,2018,"5,382","5,091",291,5.4
Northumberland County,VA,2018,"5,556","5,309",247,4.4
Nottoway County,VA,2018,"7,226","7,004",222,3.1
Orange County,VA,2018,"16,967","16,459",508,3
Page County,VA,2018,"11,849","11,357",492,4.2
Patrick County,VA,2018,"7,438","7,151",287,3.9
Pittsylvania County,VA,2018,"30,546","29,461","1,085",3.6
Powhatan County,VA,2018,"13,821","13,447",374,2.7
Prince Edward County,VA,2018,"10,330","9,936",394,3.8
Prince George County,VA,2018,"14,955","14,414",541,3.6
Prince William County,VA,2018,"241,651","235,070","6,581",2.7
Pulaski County,VA,2018,"16,055","15,500",555,3.5
Rappahannock County,VA,2018,"3,701","3,600",101,2.7
Richmond County,VA,2018,"4,040","3,916",124,3.1
Roanoke County,VA,2018,"48,833","47,504","1,329",2.7
Rockbridge County,VA,2018,"10,514","10,199",315,3
Rockingham County,VA,2018,"40,737","39,658","1,079",2.6
Russell County,VA,2018,"11,205","10,727",478,4.3
Scott County,VA,2018,"9,250","8,951",299,3.2
Shenandoah County,VA,2018,"22,092","21,465",627,2.8
Smyth County,VA,2018,"13,714","13,169",545,4
Southampton County,VA,2018,"9,024","8,772",252,2.8
Spotsylvania County,VA,2018,"66,032","64,026","2,006",3
Stafford County,VA,2018,"70,084","68,014","2,070",3
Surry County,VA,2018,"3,716","3,587",129,3.5
Sussex County,VA,2018,"3,822","3,635",187,4.9
Tazewell County,VA,2018,"15,905","15,207",698,4.4
Warren County,VA,2018,"20,094","19,479",615,3.1
Washington County,VA,2018,"26,683","25,785",898,3.4
Westmoreland County,VA,2018,"9,367","9,026",341,3.6
Wise County,VA,2018,"13,198","12,542",656,5
Wythe County,VA,2018,"13,694","13,186",508,3.7
York County,VA,2018,"32,590","31,681",909,2.8
Alexandria city,VA,2018,"100,409","98,154","2,255",2.2
Bristol city,VA,2018,"7,316","7,045",271,3.7
Buena Vista city,VA,2018,"3,347","3,243",104,3.1
Charlottesville city,VA,2018,"26,014","25,352",662,2.5
Chesapeake city,VA,2018,"121,125","117,440","3,685",3
Colonial Heights city,VA,2018,"8,779","8,490",289,3.3
Covington city,VA,2018,"2,401","2,290",111,4.6
Danville city,VA,2018,"19,579","18,590",989,5.1
Emporia city,VA,2018,"2,342","2,231",111,4.7
Fairfax city,VA,2018,"13,113","12,813",300,2.3
Falls Church city,VA,2018,"8,436","8,255",181,2.1
Franklin city,VA,2018,"3,587","3,430",157,4.4
Fredericksburg city,VA,2018,"13,690","13,214",476,3.5
Galax city,VA,2018,"2,946","2,844",102,3.5
Hampton city,VA,2018,"64,378","61,782","2,596",4
Harrisonburg city,VA,2018,"24,736","23,879",857,3.5
Hopewell city,VA,2018,"9,703","9,240",463,4.8
Lexington city,VA,2018,"2,074","1,977",97,4.7
Lynchburg city,VA,2018,"35,927","34,490","1,437",4
Manassas city,VA,2018,"21,856","21,271",585,2.7
Manassas Park city,VA,2018,"8,944","8,702",242,2.7
Martinsville city,VA,2018,"5,456","5,203",253,4.6
Newport News city,VA,2018,"88,872","85,665","3,207",3.6
Norfolk city,VA,2018,"111,524","107,496","4,028",3.6
Norton city,VA,2018,"1,659","1,594",65,3.9
Petersburg city,VA,2018,"13,120","12,322",798,6.1
Poquoson city,VA,2018,"6,288","6,119",169,2.7
Portsmouth city,VA,2018,"44,095","42,303","1,792",4.1
Radford city,VA,2018,"8,301","7,993",308,3.7
Richmond city,VA,2018,"117,259","113,125","4,134",3.5
Roanoke city,VA,2018,"48,774","47,199","1,575",3.2
Salem city,VA,2018,"12,993","12,610",383,2.9
Staunton city,VA,2018,"11,920","11,578",342,2.9
Suffolk city,VA,2018,"44,014","42,595","1,419",3.2
Virginia Beach city,VA,2018,"232,342","225,695","6,647",2.9
Waynesboro city,VA,2018,"10,461","10,123",338,3.2
Williamsburg city,VA,2018,"6,729","6,458",271,4
Winchester city,VA,2018,"14,588","14,161",427,2.9
Adams County,WA,2018,"9,479","8,968",511,5.4
Asotin County,WA,2018,"10,153","9,711",442,4.4
Benton County,WA,2018,"99,084","93,924","5,160",5.2
Chelan County,WA,2018,"45,580","43,517","2,063",4.5
Clallam County,WA,2018,"28,030","26,240","1,790",6.4
Clark County,WA,2018,"230,353","219,230","11,123",4.8
Columbia County,WA,2018,"1,789","1,689",100,5.6
Cowlitz County,WA,2018,"45,923","43,194","2,729",5.9
Douglas County,WA,2018,"21,603","20,452","1,151",5.3
Ferry County,WA,2018,"2,488","2,196",292,11.7
Franklin County,WA,2018,"41,496","38,981","2,515",6.1
Garfield County,WA,2018,901,849,52,5.8
Grant County,WA,2018,"46,386","43,492","2,894",6.2
Grays Harbor County,WA,2018,"28,109","26,217","1,892",6.7
Island County,WA,2018,"34,628","32,818","1,810",5.2
Jefferson County,WA,2018,"12,156","11,448",708,5.8
King County,WA,2018,"1,258,687","1,215,220","43,467",3.5
Kitsap County,WA,2018,"122,885","117,172","5,713",4.6
Kittitas County,WA,2018,"22,541","21,351","1,190",5.3
Klickitat County,WA,2018,"10,076","9,503",573,5.7
Lewis County,WA,2018,"33,752","31,630","2,122",6.3
Lincoln County,WA,2018,"5,069","4,823",246,4.9
Mason County,WA,2018,"24,274","22,743","1,531",6.3
Okanogan County,WA,2018,"20,808","19,477","1,331",6.4
Pacific County,WA,2018,"8,403","7,825",578,6.9
Pend Oreille County,WA,2018,"4,812","4,467",345,7.2
Pierce County,WA,2018,"424,137","402,190","21,947",5.2
San Juan County,WA,2018,"8,160","7,839",321,3.9
Skagit County,WA,2018,"60,278","57,152","3,126",5.2
Skamania County,WA,2018,"5,335","5,036",299,5.6
Snohomish County,WA,2018,"430,470","414,289","16,181",3.8
Spokane County,WA,2018,"244,056","231,302","12,754",5.2
Stevens County,WA,2018,"18,379","17,070","1,309",7.1
Thurston County,WA,2018,"137,697","131,144","6,553",4.8
Wahkiakum County,WA,2018,"1,317","1,231",86,6.5
Walla Walla County,WA,2018,"29,270","27,887","1,383",4.7
Whatcom County,WA,2018,"111,670","106,375","5,295",4.7
Whitman County,WA,2018,"23,685","22,660","1,025",4.3
Yakima County,WA,2018,"129,176","120,986","8,190",6.3
Barbour County,WV,2018,"6,816","6,407",409,6
Berkeley County,WV,2018,"56,576","54,264","2,312",4.1
Boone County,WV,2018,"7,452","6,994",458,6.1
Braxton County,WV,2018,"5,085","4,727",358,7
Brooke County,WV,2018,"9,822","9,219",603,6.1
Cabell County,WV,2018,"41,287","39,332","1,955",4.7
Calhoun County,WV,2018,"2,417","2,165",252,10.4
Clay County,WV,2018,"3,113","2,850",263,8.4
Doddridge County,WV,2018,"3,968","3,810",158,4
Fayette County,WV,2018,"15,785","14,770","1,015",6.4
Gilmer County,WV,2018,"2,379","2,229",150,6.3
Grant County,WV,2018,"5,799","5,470",329,5.7
Greenbrier County,WV,2018,"15,611","14,811",800,5.1
Hampshire County,WV,2018,"10,509","10,063",446,4.2
Hancock County,WV,2018,"12,846","12,088",758,5.9
Hardy County,WV,2018,"5,738","5,420",318,5.5
Harrison County,WV,2018,"34,132","32,590","1,542",4.5
Jackson County,WV,2018,"16,374","15,725",649,4
Jefferson County,WV,2018,"29,579","28,596",983,3.3
Kanawha County,WV,2018,"82,263","78,000","4,263",5.2
Lewis County,WV,2018,"6,560","6,187",373,5.7
Lincoln County,WV,2018,"7,112","6,618",494,6.9
Logan County,WV,2018,"10,624","9,878",746,7
McDowell County,WV,2018,"4,470","4,048",422,9.4
Marion County,WV,2018,"25,169","23,730","1,439",5.7
Marshall County,WV,2018,"14,237","13,413",824,5.8
Mason County,WV,2018,"9,832","9,139",693,7
Mercer County,WV,2018,"20,928","19,608","1,320",6.3
Mineral County,WV,2018,"12,262","11,586",676,5.5
Mingo County,WV,2018,"6,881","6,361",520,7.6
Monongalia County,WV,2018,"53,305","51,127","2,178",4.1
Monroe County,WV,2018,"5,777","5,500",277,4.8
Morgan County,WV,2018,"7,943","7,602",341,4.3
Nicholas County,WV,2018,"9,309","8,709",600,6.4
Ohio County,WV,2018,"21,331","20,349",982,4.6
Pendleton County,WV,2018,"3,501","3,369",132,3.8
Pleasants County,WV,2018,"2,750","2,574",176,6.4
Pocahontas County,WV,2018,"3,768","3,533",235,6.2
Preston County,WV,2018,"15,341","14,539",802,5.2
Putnam County,WV,2018,"26,118","24,829","1,289",4.9
Raleigh County,WV,2018,"29,465","27,908","1,557",5.3
Randolph County,WV,2018,"11,987","11,324",663,5.5
Ritchie County,WV,2018,"4,326","4,096",230,5.3
Roane County,WV,2018,"4,924","4,535",389,7.9
Summers County,WV,2018,"4,198","3,940",258,6.1
Taylor County,WV,2018,"7,794","7,417",377,4.8
Tucker County,WV,2018,"3,327","3,145",182,5.5
Tyler County,WV,2018,"3,072","2,846",226,7.4
Upshur County,WV,2018,"9,373","8,836",537,5.7
Wayne County,WV,2018,"15,503","14,572",931,6
Webster County,WV,2018,"3,175","2,974",201,6.3
Wetzel County,WV,2018,"6,548","6,075",473,7.2
Wirt County,WV,2018,"2,171","2,018",153,7
Wood County,WV,2018,"35,936","33,962","1,974",5.5
Wyoming County,WV,2018,"6,783","6,304",479,7.1
Adams County,WI,2018,"8,209","7,822",387,4.7
Ashland County,WI,2018,"7,910","7,572",338,4.3
Barron County,WI,2018,"25,058","24,210",848,3.4
Bayfield County,WI,2018,"7,612","7,239",373,4.9
Brown County,WI,2018,"143,673","139,748","3,925",2.7
Buffalo County,WI,2018,"6,652","6,423",229,3.4
Burnett County,WI,2018,"7,332","6,993",339,4.6
Calumet County,WI,2018,"27,919","27,204",715,2.6
